Drug ID,Name,Slug,Url,Provider ID
320,,podstavki-i-penaly,https://gangga.ru/blagovoniya/podstavki-i-penaly/,5
321,,aroma-maslo,https://gangga.ru/aroma-maslo/,5
322,,indian-spices,https://gangga.ru/indian-spices/,5
323,,avipattikar-powder-dabur-60g,https://gangga.ru/ayurveda/mochepolovaya-sistema/avipattikar-powder-dabur-60g/,5
324,,ashtavarg-original-500g,https://gangga.ru/ayurveda/immunity/ashtavarg-original-500g/,5
325,,shilajit-gold-dabur-12-kapsul,https://gangga.ru/ayurveda/muzhskoe-zdorovye/shilajit-gold-dabur-12-kapsul/,5
326,,vridhivadhika-vati-patanjali-80tabl,https://gangga.ru/ayurveda/pishevaritelnaya-sistema/vridhivadhika-vati-patanjali-80tabl/,5
327,,raktda-maharishi-raktda-maharishi-100-tabl,https://gangga.ru/ayurveda/for-blood/raktda-maharishi-raktda-maharishi-100-tabl/,5
328,,sanjeevani-vati-patanjali-80tabl,https://gangga.ru/ayurveda/immunity/sanjeevani-vati-patanjali-80tabl/,5
329,,coconut-oil-parachute-marico-100,https://gangga.ru/kosmetika/hair-oil/coconut-oil-parachute-marico-100/,5
330,,coconut-oil-parachute-marico-175ml,https://gangga.ru/kosmetika/hair-oil/coconut-oil-parachute-marico-175ml/,5
331,,coconut-oil-parachute-marico-200ml,https://gangga.ru/kosmetika/hair-oil/coconut-oil-parachute-marico-200ml/,5
